"","ID","adj.P.Val","P.Value","t","B","logFC","Gene.symbol","Gene.title"
"709","A_24_P33895",0.00261,4.88e-05,-4.575641,1.9248284,-2.5949526,"ATF3","activating transcription factor 3"
"710","A_23_P413888",0.00261,4.9e-05,-4.574031,1.9201961,-2.1200587,"SLC35F1","solute carrier family 35 member F1"
"711","A_24_P374163",0.00261,4.9e-05,-4.57399,1.920079,-2.6420607,"APOL4","apolipoprotein L4"
"712","A_24_P264207",0.00262,4.92e-05,4.572675,1.9162971,2.5756581,"PTMA","prothymosin, alpha"
"713","A_23_P377680",0.00262,4.93e-05,-4.572343,1.9153399,-2.6668421,"",""
"714","A_23_P422766",0.00262,4.94e-05,-4.57152,1.9129751,-1.6775078,"KLHDC1","kelch domain containing 1"
"715","A_32_P58614",0.00263,4.95e-05,-4.570424,1.9098222,-1.8971536,"CEP126","centrosomal protein 126"
"716","A_32_P78349",0.00263,4.98e-05,-4.56901,1.9057538,-2.2667829,"",""
"717","A_23_P392529",0.00263,4.98e-05,-4.568867,1.9053425,-2.6104792,"ANKRD20A11P","ankyrin repeat domain 20 family member A11, pseudogene"
"718","A_24_P488588",0.00263,4.99e-05,4.568337,1.9038192,1.8944321,"HNRNPA3","heterogeneous nuclear ribonucleoprotein A3"
"719","A_24_P235098",0.00264,5e-05,4.567591,1.9016732,2.4919752,"FOXQ1","forkhead box Q1"
"720","A_24_P273360",0.00265,5.05e-05,-4.564515,1.8928279,-2.2832273,"",""
"721","A_23_P152284",0.00265,5.05e-05,4.564514,1.8928268,1.455747,"SNRNP25","small nuclear ribonucleoprotein U11/U12 subunit 25"
"722","A_23_P361584",0.00265,5.06e-05,-4.56393,1.8911482,-2.2183673,"TMEM154","transmembrane protein 154"
"723","A_24_P647682",0.00266,5.08e-05,4.562475,1.886965,1.3061881,"",""
"724","A_32_P35603",0.00266,5.08e-05,-4.562443,1.8868728,-1.9620478,"",""
"725","A_23_P210756",0.00267,5.1e-05,-4.560761,1.8820361,-1.9998814,"SNAP25","synaptosome associated protein 25"
"726","A_23_P6066",0.00267,5.11e-05,4.560526,1.8813603,1.5339144,"CPXM1","carboxypeptidase X, M14 family member 1"
"727","A_23_P340188",0.00267,5.12e-05,-4.560086,1.8800956,-1.9600092,"FAM122C","family with sequence similarity 122C"
"728","A_24_P576219",0.00267,5.12e-05,-4.559739,1.8791002,-2.1321112,"",""
"729","A_24_P25234",0.00269,5.17e-05,-4.556944,1.8710664,-2.4562943,"TESMIN","testis expressed metallothionein like protein"
"730","A_23_P348992",0.00269,5.17e-05,-4.556432,1.869595,-1.7558299,"MYSM1","Myb like, SWIRM and MPN domains 1"
"731","A_23_P74309",0.0027,5.22e-05,-4.553613,1.8614946,-2.0335028,"NOS1AP","nitric oxide synthase 1 adaptor protein"
"732","A_23_P143694",0.0027,5.22e-05,-4.553226,1.8603811,-3.4185239,"SOX10","SRY-box 10"
"733","A_23_P212500",0.0027,5.23e-05,-4.552937,1.8595511,-1.509854,"TF","transferrin"
"734","A_23_P7744",0.0027,5.23e-05,-4.552848,1.8592955,-2.1137091,"SPATA9","spermatogenesis associated 9"
"735","A_23_P79302",0.0027,5.24e-05,-4.55245,1.858152,-2.4053604,"LYPD6B","LY6/PLAUR domain containing 6B"
"736","A_23_P80409",0.00271,5.25e-05,-4.551431,1.855225,-2.8000226,"WDR48","WD repeat domain 48"
"737","A_24_P410605",0.00271,5.27e-05,-4.550371,1.8521807,-1.6212295,"ROR1","receptor tyrosine kinase like orphan receptor 1"
"738","A_23_P160167",0.00273,5.31e-05,4.547802,1.8448004,1.5225973,"TSPAN1","tetraspanin 1"
"739","A_24_P637257",0.00273,5.32e-05,-4.547395,1.8436318,-1.4935962,"LINC01420","long intergenic non-protein coding RNA 1420"
"740","A_23_P130509",0.00273,5.32e-05,-4.547129,1.842867,-1.7867327,"ZNF229","zinc finger protein 229"
"741","A_24_P482017",0.00275,5.37e-05,-4.544419,1.8350824,-2.0007868,"",""
"742","A_23_P258912",0.00276,5.4e-05,-4.542727,1.8302231,-1.2338111,"MYOM2","myomesin 2"
"743","A_24_P30806",0.00276,5.4e-05,4.542549,1.8297124,2.3473436,"EID1","EP300 interacting inhibitor of differentiation 1"
"744","A_23_P394323",0.00277,5.45e-05,-4.539781,1.8217658,-1.9858158,"FAM98B","family with sequence similarity 98 member B"
"745","A_23_P141346",0.00277,5.46e-05,-4.539079,1.8197489,-2.0755167,"MPP3","membrane palmitoylated protein 3"
"746","A_32_P63734",0.00277,5.46e-05,-4.539024,1.8195912,-2.4679641,"",""
"747","A_23_P87879",0.00277,5.46e-05,-4.538806,1.8189649,-2.2050298,"CD69","CD69 molecule"
"748","A_24_P614362",0.00279,5.52e-05,-4.53557,1.809676,-2.7217831,"FAM13A-AS1","FAM13A antisense RNA 1"
"749","A_24_P42517",0.00279,5.52e-05,4.535322,1.8089633,1.9566261,"KDELR2","KDEL endoplasmic reticulum protein retention receptor 2"
"750","A_23_P216935",0.00279,5.53e-05,-4.535054,1.8081942,-1.9475196,"MIR600HG","MIR600 host gene"
"751","A_32_P37510",0.0028,5.55e-05,-4.533769,1.8045072,-2.5971053,"",""
"752","A_32_P31744",0.0028,5.56e-05,-4.532867,1.801918,-1.8487086,"MYEF2","myelin expression factor 2"
"753","A_32_P58437",0.0028,5.57e-05,-4.532496,1.8008535,-2.0860924,"",""
"754","A_32_P76536",0.0028,5.57e-05,-4.53225,1.8001475,-2.0988276,"",""
"755","A_24_P99963",0.0028,5.58e-05,4.532121,1.7997783,1.4654717,"CSNK1G2","casein kinase 1 gamma 2"
"756","A_24_P910080",0.00283,5.63e-05,-4.528753,1.7901141,-2.3734098,"",""
"757","A_23_P154818",0.00284,5.67e-05,-4.526645,1.7840646,-2.1346123,"",""
"758","A_24_P268474",0.00284,5.68e-05,-4.525982,1.7821644,-1.5680251,"",""
"759","A_23_P142075",0.00284,5.69e-05,4.525638,1.7811768,1.8307946,"ACP5","acid phosphatase 5, tartrate resistant"
"760","A_24_P230895",0.00284,5.69e-05,-4.525614,1.7811072,-2.0014862,"SETMAR","SET domain and mariner transposase fusion gene"
"761","A_24_P32627",0.00285,5.71e-05,-4.524262,1.7772302,-2.000874,"",""
"762","A_24_P170717",0.00287,5.77e-05,-4.520955,1.7677448,-1.9514914,"SSC5D","scavenger receptor cysteine rich family member with 5 domains"
"763","A_24_P390668",0.00288,5.79e-05,-4.519608,1.7638821,-1.9989031,"FMNL1","formin like 1"
"764","A_32_P147990",0.00288,5.8e-05,-4.519102,1.7624312,-2.1358498,"LCMT1-AS2","LCMT1 antisense RNA 2"
"765","A_23_P55749",0.00288,5.82e-05,-4.518016,1.7593149,-2.8243062,"COL5A3","collagen type V alpha 3 chain"
"766","A_32_P47200",0.00288,5.82e-05,-4.51789,1.7589553,-1.3831814,"",""
"767","A_32_P105465",0.0029,5.87e-05,-4.515141,1.751074,-1.6823134,"",""
"768","A_24_P928068",0.00291,5.89e-05,-4.514114,1.7481294,-1.855515,"TAF15","TATA-box binding protein associated factor 15"
"769","A_24_P23979",0.00292,5.92e-05,-4.512617,1.7438363,-1.2849403,"VCX3A","variable charge, X-linked 3A"
"770","A_24_P778649",0.00292,5.93e-05,-4.511887,1.7417459,-1.3441444,"MDM4","MDM4, p53 regulator"
"771","A_32_P38859",0.00293,5.96e-05,-4.510322,1.7372601,-2.5445935,"",""
"772","A_23_P142537",0.00295,6.01e-05,-4.507609,1.7294853,-2.2420184,"MBD5","methyl-CpG binding domain protein 5"
"773","A_23_P68740",0.00296,6.04e-05,-4.505933,1.7246815,-2.0641493,"",""
"774","A_24_P690235",0.00296,6.05e-05,-4.50558,1.7236715,-2.3388636,"LOC440434","aminopeptidase puromycin sensitive pseudogene"
"775","A_32_P4778",0.00296,6.06e-05,-4.505064,1.7221926,-1.9458686,"",""
"776","A_23_P47282",0.00296,6.07e-05,4.504579,1.7208013,1.5253382,"ST14","suppression of tumorigenicity 14"
"777","A_23_P104193",0.00296,6.07e-05,4.504443,1.7204135,2.2731628,"ITGB1","integrin subunit beta 1"
"778","A_23_P9166",0.00297,6.1e-05,-4.502916,1.716038,-1.7047059,"TLN1","talin 1"
"779","A_32_P118325",0.00297,6.1e-05,-4.502712,1.7154544,-2.2346767,"",""
"780","A_24_P376422",0.00297,6.11e-05,-4.502371,1.7144749,-2.860696,"",""
"781","A_24_P95059",0.00299,6.16e-05,-4.499654,1.7066935,-2.5797426,"ZP3","zona pellucida glycoprotein 3 (sperm receptor)"
"782","A_32_P27964",0.00299,6.16e-05,-4.499629,1.706621,-1.824535,"",""
"783","A_24_P927650",0.00299,6.18e-05,-4.498864,1.7044319,-2.1883991,"VPS13C","vacuolar protein sorting 13 homolog C"
"784","A_23_P99927",0.003,6.21e-05,4.497315,1.6999939,1.7939727,"HACD3","3-hydroxyacyl-CoA dehydratase 3"
"785","A_24_P273423",0.00301,6.23e-05,-4.496209,1.6968279,-1.5154701,"",""
"786","A_23_P436281",0.00301,6.25e-05,4.49496,1.6932499,1.8867538,"HIST2H4B","histone cluster 2, H4b"
"787","A_24_P82880",0.00301,6.25e-05,4.494866,1.6929816,1.7971193,"TPM4","tropomyosin 4"
"788","A_24_P359401",0.00301,6.25e-05,-4.494808,1.6928143,-1.9116065,"",""
"789","A_24_P136124",0.00301,6.26e-05,-4.494596,1.6922092,-1.8314518,"",""
"790","A_32_P27991",0.00302,6.29e-05,-4.49283,1.6871522,-1.4318669,"BUB3","BUB3, mitotic checkpoint protein"
"791","A_32_P216004",0.00303,6.32e-05,-4.491491,1.6833173,-1.4986368,"",""
"792","A_32_P8371",0.00306,6.38e-05,-4.488054,1.6734808,-1.5730552,"",""
"793","A_32_P509964",0.00307,6.42e-05,-4.486421,1.668805,-1.7034962,"TRAF3IP2-AS1","TRAF3IP2 antisense RNA 1"
"794","A_23_P94517",0.00307,6.44e-05,-4.485296,1.665587,-2.0775022,"BRINP1","BMP/retinoic acid inducible neural specific 1"
"795","A_23_P54573",0.00307,6.44e-05,4.485291,1.6655717,1.7199086,"ZFPM1","zinc finger protein, FOG family member 1"
"796","A_24_P280558",0.00308,6.49e-05,-4.482683,1.6581085,-1.7553006,"ANKRD36BP2","ankyrin repeat domain 36B pseudogene 2"
"797","A_24_P731255",0.00308,6.49e-05,-4.482633,1.6579664,-3.2116872,"",""
"798","A_24_P321715",0.00311,6.56e-05,-4.479358,1.6485963,-3.1776541,"",""
"799","A_24_P918183",0.00311,6.57e-05,-4.478657,1.646591,-4.6866315,"",""
"800","A_24_P254437",0.00312,6.6e-05,4.477333,1.642805,1.3985351,"",""
"801","A_23_P426501",0.00313,6.63e-05,-4.475744,1.6382595,-1.54121,"TLE6","transducin like enhancer of split 6"
"802","A_24_P255654",0.00313,6.63e-05,4.47554,1.6376769,1.9651055,"",""
"803","A_24_P316767",0.00313,6.64e-05,4.475089,1.6363873,2.0167094,"",""
"804","A_32_P128097",0.00314,6.66e-05,-4.474388,1.634381,-2.2063696,"",""
"805","A_24_P722068",0.00314,6.68e-05,-4.473518,1.6318943,-1.566111,"DAAM1","dishevelled associated activator of morphogenesis 1"
"806","A_23_P39088",0.00314,6.69e-05,4.47275,1.6296985,1.6110789,"PRMT1","protein arginine methyltransferase 1"
"807","A_32_P18357",0.00315,6.71e-05,-4.47177,1.626894,-1.6127219,"LOC101927178","uncharacterized LOC101927178"
"808","A_24_P394865",0.00315,6.72e-05,4.471498,1.6261171,2.0071334,"GOLM1","golgi membrane protein 1"
"809","A_24_P313504",0.00315,6.74e-05,4.470382,1.6229253,1.3459888,"PLK1","polo like kinase 1"
"810","A_23_P132115",0.00315,6.75e-05,-4.470066,1.6220237,-2.0695646,"SIK1","salt inducible kinase 1"
"811","A_24_P921832",0.00316,6.77e-05,-4.469076,1.6191932,-3.2786912,"",""
"812","A_24_P237613",0.00316,6.77e-05,-4.468821,1.6184644,-1.7967401,"USP12","ubiquitin specific peptidase 12"
"813","A_24_P244575",0.00316,6.78e-05,-4.46839,1.6172311,-1.599913,"TPCN1","two pore segment channel 1"
"814","A_32_P34868",0.00316,6.79e-05,-4.467829,1.6156273,-1.9855807,"",""
"815","A_32_P151317",0.00316,6.8e-05,4.467617,1.6150213,2.0343192,"",""
"816","A_23_P4919",0.00316,6.81e-05,4.467102,1.6135489,2.049665,"KDELR1","KDEL endoplasmic reticulum protein retention receptor 1"
"817","A_23_P254340",0.00316,6.81e-05,4.466946,1.613103,2.2694072,"RPN1","ribophorin I"
"818","A_23_P24716",0.00316,6.83e-05,4.466113,1.6107229,1.882553,"TMEM132A","transmembrane protein 132A"
"819","A_32_P204565",0.00316,6.83e-05,-4.465934,1.6102116,-2.2604579,"",""
"820","A_23_P65877",0.00317,6.87e-05,-4.464039,1.6047958,-1.9337791,"SLC12A6","solute carrier family 12 member 6"
"821","A_23_P257417",0.00317,6.88e-05,-4.463676,1.6037567,-1.7083636,"CLHC1","clathrin heavy chain linker domain containing 1"
"822","A_23_P36187",0.00317,6.88e-05,-4.463474,1.6031804,-2.9533976,"SYT8","synaptotagmin 8"
"823","A_32_P204959",0.00318,6.91e-05,-4.462063,1.5991466,-1.8112353,"",""
"824","A_23_P393099",0.00319,6.94e-05,4.460657,1.5951289,3.1783264,"TFF3","trefoil factor 3"
"825","A_23_P70480",0.00319,6.96e-05,4.459743,1.592519,2.7898768,"HIST1H4L","histone cluster 1, H4l"
"826","A_24_P270235",0.00319,6.97e-05,4.459485,1.5917809,1.8661885,"CCND2","cyclin D2"
"827","A_24_P1167",0.00319,6.98e-05,-4.459143,1.5908035,-1.3940859,"RUFY2","RUN and FYVE domain containing 2"
"828","A_32_P198330",0.0032,7.01e-05,-4.457715,1.5867239,-1.8842724,"SREK1IP1","SREK1 interacting protein 1"
"829","A_23_P213424",0.00321,7.04e-05,4.456383,1.5829183,2.3278924,"ENC1","ectodermal-neural cortex 1"
"830","A_32_P194891",0.00323,7.08e-05,-4.454264,1.5768666,-1.6616628,"",""
"831","A_24_P147540",0.00326,7.16e-05,4.45057,1.5663163,2.3072325,"PRR36","proline rich 36"
"832","A_23_P156632",0.00327,7.18e-05,-4.449762,1.5640091,-2.2381212,"PGBD1","piggyBac transposable element derived 1"
"833","A_23_P20196",0.00327,7.2e-05,4.448808,1.5612849,1.7504944,"ARPC1B","actin related protein 2/3 complex subunit 1B"
"834","A_32_P21246",0.00327,7.2e-05,-4.448738,1.5610855,-1.8979757,"HCG27","HLA complex group 27 (non-protein coding)"
"835","A_23_P129101",0.00327,7.21e-05,4.448234,1.5596479,1.6914838,"HEXA","hexosaminidase subunit alpha"
"836","A_24_P934135",0.00327,7.23e-05,-4.447706,1.55814,-1.8437133,"LOC100129406","uncharacterized LOC100129406"
"837","A_23_P130815",0.00327,7.24e-05,-4.447223,1.5567618,-2.0550974,"KIR2DS2","killer cell immunoglobulin like receptor, two Ig domains and short cytoplasmic tail 2"
"838","A_24_P89718",0.00328,7.26e-05,-4.446274,1.5540526,-1.6600408,"TTC26","tetratricopeptide repeat domain 26"
"839","A_32_P225355",0.0033,7.33e-05,-4.443158,1.5451571,-2.1578648,"CPEB2","cytoplasmic polyadenylation element binding protein 2"
"840","A_24_P79617",0.0033,7.33e-05,-4.442974,1.5446308,-1.9503004,"KIAA0040","KIAA0040"
"841","A_32_P165713",0.0033,7.33e-05,4.442848,1.544271,1.3255244,"SARNP","SAP domain containing ribonucleoprotein"
"842","A_24_P100387",0.00331,7.37e-05,-4.441354,1.5400076,-1.8652795,"GK","glycerol kinase"
"843","A_23_P432385",0.00333,7.41e-05,-4.439443,1.5345537,-2.0245405,"H2AFJ","H2A histone family member J"
"844","A_32_P191735",0.00333,7.42e-05,-4.439032,1.5333813,-1.1727985,"",""
"845","A_24_P778906",0.00333,7.44e-05,-4.438223,1.5310735,-2.4313098,"",""
"846","A_23_P216225",0.00334,7.46e-05,-4.43736,1.528613,-2.3473801,"EGR3","early growth response 3"
"847","A_23_P47616",0.00336,7.52e-05,4.434716,1.521069,1.2462382,"FOLH1","folate hydrolase (prostate-specific membrane antigen) 1"
"848","A_23_P329254",0.00336,7.52e-05,-4.434598,1.520732,-3.8047841,"AMZ2P1","archaelysin family metallopeptidase 2 pseudogene 1"
"849","A_24_P738859",0.00336,7.53e-05,-4.434197,1.5195887,-1.8145744,"SYDE2","synapse defective Rho GTPase homolog 2"
"850","A_24_P293089",0.00336,7.55e-05,4.4335,1.5176014,2.4481905,"ZNF579","zinc finger protein 579"
"851","A_24_P58529",0.00336,7.56e-05,4.432931,1.5159769,1.9291319,"TUBA1C","tubulin alpha 1c"
"852","A_32_P27636",0.00337,7.58e-05,-4.43215,1.5137483,-3.4973243,"",""
"853","A_23_P153549",0.00337,7.6e-05,4.431237,1.5111458,2.0780014,"GRIN2D","glutamate ionotropic receptor NMDA type subunit 2D"
"854","A_23_P63057",0.00337,7.6e-05,-4.430991,1.5104444,-2.4237068,"GON4L","gon-4 like"
"855","A_23_P120953",0.0034,7.68e-05,-4.427669,1.5009712,-1.0606966,"SERHL2","serine hydrolase-like 2"
"856","A_23_P398854",0.00342,7.73e-05,4.42574,1.4954722,1.8192235,"DOK7","docking protein 7"
"857","A_23_P62709",0.00342,7.76e-05,4.424481,1.4918817,2.440818,"SPRR3","small proline rich protein 3"
"858","A_32_P8952",0.00342,7.76e-05,-4.424255,1.4912382,-2.0591636,"LMBRD2","LMBR1 domain containing 2"
"859","A_23_P28906",0.00342,7.77e-05,-4.423801,1.4899446,-1.3930664,"KIF16B","kinesin family member 16B"
"860","A_32_P214758",0.00342,7.77e-05,-4.42378,1.4898826,-1.858929,"",""
"861","A_23_P210285",0.00342,7.78e-05,4.423389,1.4887694,2.772416,"",""
"862","A_32_P105397",0.00344,7.84e-05,-4.421068,1.482154,-1.6919518,"",""
"863","A_24_P285158",0.00344,7.85e-05,4.420654,1.4809745,2.1686171,"FCRLB","Fc receptor like B"
"864","A_32_P205895",0.00345,7.86e-05,-4.420162,1.4795708,-1.6214891,"",""
"865","A_23_P82169",0.00346,7.89e-05,4.418842,1.4758086,2.5644788,"SOX4","SRY-box 4"
"866","A_23_P30848",0.00346,7.92e-05,4.417739,1.4726671,1.8689116,"HLA-E","major histocompatibility complex, class I, E"
"867","A_23_P93690",0.00347,7.95e-05,4.416638,1.4695297,1.857012,"MCM7","minichromosome maintenance complex component 7"
"868","A_23_P62779",0.00348,7.97e-05,-4.415744,1.4669827,-2.519582,"",""
"869","A_24_P102151",0.00348,7.99e-05,-4.41477,1.4642073,-2.3775901,"SNRK","SNF related kinase"
"870","A_32_P179646",0.00349,8.01e-05,-4.413894,1.4617109,-1.9644884,"",""
"871","A_23_P416774",0.0035,8.04e-05,4.412607,1.4580468,2.1719747,"CLIC5","chloride intracellular channel 5"
"872","A_23_P61987",0.00351,8.08e-05,4.411236,1.4541389,1.5062189,"TMEM121","transmembrane protein 121"
"873","A_24_P9454",0.00351,8.1e-05,4.410502,1.4520484,2.5809988,"OGDH","oxoglutarate dehydrogenase"
"874","A_32_P198791",0.00355,8.19e-05,-4.406763,1.441402,-2.2539413,"",""
"875","A_23_P3753",0.00355,8.19e-05,-4.406718,1.4412737,-1.5478342,"ZNF597","zinc finger protein 597"
"876","A_24_P392407",0.00358,8.28e-05,4.402997,1.4306796,1.9495457,"",""
"877","A_24_P93754",0.00358,8.29e-05,-4.402829,1.4302018,-2.1277679,"",""
"878","A_23_P204194",0.00359,8.32e-05,-4.401685,1.4269461,-2.7530118,"ABCC9","ATP binding cassette subfamily C member 9"
"879","A_24_P52921",0.00359,8.33e-05,-4.401301,1.4258525,-2.1969717,"BCAT1","branched chain amino acid transaminase 1"
"880","A_23_P123265",0.00359,8.34e-05,4.400763,1.4243221,1.4244244,"SUMF2","sulfatase modifying factor 2"
"881","A_24_P410463",0.00359,8.36e-05,-4.399956,1.4220253,-3.3011231,"TRPM6","transient receptor potential cation channel subfamily M member 6"
"882","A_23_P79108",0.00359,8.36e-05,4.399896,1.4218527,2.1547724,"ATP8B3","ATPase phospholipid transporting 8B3"
"883","A_24_P152793",0.0036,8.4e-05,4.398326,1.4173848,2.0668227,"",""
"884","A_23_P365738",0.0036,8.41e-05,-4.39801,1.416485,-2.3067546,"ARC","activity regulated cytoskeleton associated protein"
"885","A_32_P149111",0.00364,8.51e-05,-4.394357,1.4060929,-1.1531586,"MTHFSD","methenyltetrahydrofolate synthetase domain containing"
"886","A_23_P119698",0.00366,8.58e-05,4.391586,1.3982102,1.4546666,"CD320","CD320 molecule"
"887","A_23_P147874",0.00366,8.58e-05,4.391529,1.3980457,1.717407,"CHID1","chitinase domain containing 1"
"888","A_32_P124538",0.00366,8.58e-05,-4.391411,1.3977098,-1.8854783,"",""
"889","A_24_P857404",0.00368,8.64e-05,4.389179,1.3913619,1.50589,"MEX3A","mex-3 RNA binding family member A"
"890","A_24_P684274",0.00368,8.65e-05,-4.388786,1.3902445,-3.3607292,"",""
"891","A_23_P106194",0.00369,8.68e-05,-4.387734,1.3872527,-3.7845441,"FOS","Fos proto-oncogene, AP-1 transcription factor subunit"
"892","A_32_P212108",0.00372,8.75e-05,-4.384932,1.3792846,-2.207525,"",""
"893","A_32_P192834",0.00373,8.81e-05,-4.382985,1.3737504,-2.9770615,"",""
"894","A_24_P134850",0.00374,8.83e-05,-4.38216,1.371406,-1.7546976,"PLEKHH1","pleckstrin homology, MyTH4 and FERM domain containing H1"
"895","A_32_P97780",0.00374,8.84e-05,-4.381699,1.3700949,-2.4122403,"",""
"896","A_23_P367899",0.00375,8.88e-05,-4.380201,1.3658362,-1.3440604,"EPOR","erythropoietin receptor"
"897","A_23_P375524",0.00376,8.91e-05,4.379352,1.3634226,2.5237776,"LCE1D","late cornified envelope 1D"
"898","A_24_P761490",0.00377,8.94e-05,4.378072,1.3597847,2.3291184,"",""
"899","A_32_P61936",0.00379,9e-05,-4.375832,1.3534199,-1.9436767,"SENCR","smooth muscle and endothelial cell enriched migration/differentiation-associated long non-coding RNA"
"900","A_24_P10890",0.00379,9.01e-05,4.375602,1.3527664,2.4029719,"PRR5","proline rich 5"
"901","A_32_P49116",0.00379,9.01e-05,-4.375428,1.3522712,-1.5108965,"",""
"902","A_23_P359277",0.00379,9.02e-05,-4.375214,1.3516645,-1.730653,"ELOVL7","ELOVL fatty acid elongase 7"
"903","A_23_P22072",0.00379,9.05e-05,-4.374156,1.3486594,-2.0376801,"DLEU2","deleted in lymphocytic leukemia 2 (non-protein coding)"
"904","A_32_P233688",0.0038,9.06e-05,4.373695,1.3473497,1.8295884,"C20orf85","chromosome 20 open reading frame 85"
"905","A_23_P76350",0.0038,9.09e-05,-4.372567,1.3441431,-1.5630608,"GNB3","G protein subunit beta 3"
"906","A_23_P503010",0.0038,9.11e-05,-4.372076,1.3427481,-2.6181651,"SLC24A4","solute carrier family 24 member 4"
"907","A_24_P924631",0.0038,9.11e-05,-4.371766,1.3418691,-1.4657955,"",""
"908","A_23_P258666",0.0038,9.13e-05,-4.371227,1.3403368,-3.2753633,"ERVH-3","endogenous retrovirus group H member 3"
"909","A_32_P33083",0.0038,9.13e-05,-4.371092,1.3399537,-1.4163208,"VCX2","variable charge, X-linked 2"
"910","A_24_P328524",0.00382,9.17e-05,-4.369753,1.3361501,-2.2231794,"KALRN","kalirin, RhoGEF kinase"
"911","A_23_P104996",0.00382,9.19e-05,-4.369207,1.3345989,-2.4287314,"BEST1","bestrophin 1"
"912","A_32_P30014",0.00382,9.19e-05,-4.368957,1.3338902,-2.5734344,"",""
"913","A_24_P350759",0.00383,9.22e-05,-4.367832,1.3306947,-1.3896921,"SLC1A2","solute carrier family 1 member 2"
"914","A_24_P194661",0.00386,9.31e-05,-4.364868,1.322279,-1.8054541,"LOC285097","uncharacterized FLJ38379"
"915","A_24_P772004",0.00386,9.32e-05,-4.364572,1.321438,-3.3589465,"",""
"916","A_32_P153244",0.00386,9.34e-05,-4.363817,1.3192951,-1.769881,"",""
"917","A_24_P707102",0.00386,9.35e-05,-4.363522,1.3184578,-2.3814491,"",""
"918","A_24_P485451",0.00386,9.36e-05,-4.362942,1.3168114,-2.5515154,"",""
"919","A_32_P209472",0.00386,9.37e-05,-4.362638,1.3159476,-1.5585014,"KMT2C","lysine methyltransferase 2C"
"920","A_23_P87700",0.00386,9.37e-05,-4.362621,1.3158984,-2.0266941,"MFAP5","microfibrillar associated protein 5"
"921","A_24_P673209",0.00386,9.38e-05,4.362247,1.3148369,2.1242134,"",""
"922","A_24_P247892",0.00386,9.39e-05,-4.361884,1.313808,-3.4779443,"",""
"923","A_32_P440667",0.00388,9.45e-05,-4.359781,1.3078385,-2.2109243,"SYNPO2","synaptopodin 2"
"924","A_24_P350437",0.00388,9.46e-05,-4.359365,1.3066577,-1.8618812,"THAP2","THAP domain containing 2"
